Time (s),Temperature (K)
0.0001598202218137178,1000.5339693296363
0.00016027694958558152,1000.5589713591044
0.00016073367735744523,1000.5852904100824
0.00016119040512930895,1000.6130044009142
0.00016164713290117266,1000.6421962384127
0.00016210386067303637,1000.6729541411628
0.00016256058844490008,1000.7053719817743
0.0001630173162167638,1000.7395496487937
0.0001634740439886275,1000.7755934289434
0.00016393077176049122,1000.8136164103105
0.00016438749953235493,1000.8537389070518
0.00016484422730421864,1000.8960889061019
0.00016530095507608235,1000.9408025362899
0.00016575768284794607,1000.9880245601648
0.00016621441061980978,1001.0379088888741
0.0001666711383916735,1001.0906191196223
0.0001670099539120777,1001.1316492672523
0.0001673487694324819,1001.1744047904867
0.0001676875849528861,1001.2189638984348
0.0001680264004732903,1001.2654083532311
0.0001683652159936945,1001.3138236128267
0.0001687040315140987,1001.3642989778726
0.0001690428470345029,1001.41692774155
0.0001693816625549071,1001.4718073422058
0.0001697204780753113,1001.5290395191972
0.0001700592935957155,1001.5887304720717
0.0001703981091161197,1001.6509910228216
0.0001707369246365239,1001.7159367809313
0.0001710757401569281,1001.7836883111335
0.0001714145556773323,1001.8543713039004
0.0001717533711977365,1001.9281167486791
0.0001720921867181407,1002.0050611098507
0.0001724310022385449,1002.0853465054435
0.0001727698177589491,1002.1691208887335
0.0001731086332793533,1002.2565382329552
0.0001734474487997575,1002.3477587194367
0.0001737862643201617,1002.4429489296558
0.0001741250798405659,1002.542282041349
0.0001744638953609701,1002.6459380300594
0.0001748027108813743,1002.7541038765889
0.0001751415264017785,1002.8669737813317
0.0001754803419221827,1002.9847493868
0.0001758191574425869,1003.1076400100012
0.0001761579729629911,1003.2358628859176
0.0001764967884833953,1003.3696434248267
0.0001768356040037995,1003.5092154851524
0.0001771744195242037,1003.6548216642897
0.0001775132350446079,1003.8067136102458
0.0001778520505650121,1003.9651523572281
0.0001781908660854163,1004.1304086884674
0.0001785296816058205,1004.3027635297426
0.0001788684971262247,1004.4825083773093
0.0001792073126466289,1004.6699457641587
0.0001795461281670331,1004.8653897687096
0.0001798849436874373,1005.0691665701203
0.0001802237592078415,1005.2816150544468
0.0001805625747282457,1005.5030874754883
0.0001809013902486499,1005.7339501759242
0.0001812402057690541,1005.9745843718873
0.0001815790212894583,1006.2253870029937
0.0001819178368098625,1006.4867716544504
0.0001822566523302667,1006.7591695542756
0.0001825954678506709,1007.0430306487312
0.0001829342833710751,1007.3388247584345
0.0001832730988914793,1007.6470428180894
0.0001836119144118835,1007.9681982027839
0.0001839507299322877,1008.3028281437067
0.0001842895454526919,1008.6514952358633
0.0001846283609730961,1009.0147890404266
0.0001849671764935003,1009.3933277847208
0.0001853059920139045,1009.7877601634624
0.0001856448075343087,1010.1987672455928
0.0001859836230547129,1010.6270644918974
0.0001862344714510111,1010.9557427456909
0.00018648531984730927,1011.2946286919639
0.00018673616824360745,1011.6440532818916
0.00018698701663990563,1012.0043601934245
0.0001872378650362038,1012.3759064092477
0.000187488713432502,1012.7590628231962
0.00018773956182880017,1013.1542148726139
0.00018799041022509835,1013.5617631993287
0.00018824125862139653,1013.9821243441511
0.0001884921070176947,1014.4157314782973
0.0001887429554139929,1014.8630351736128
0.00018899380381029107,1015.324504213938
0.00018924465220658925,1015.800626451232
0.00018949550060288743,1016.2919097106658
0.0001897463489991856,1016.7988827487877
0.0001899971973954838,1017.3220962689142
0.00019024804579178197,1017.8621239980189
0.00019049889418808015,1018.419563830659
0.00019074974258437833,1018.9950390451044
0.0001910005909806765,1019.5891995975652
0.0001912514393769747,1020.2027235007201
0.00019150228777327287,1020.8363182933535
0.00019175313616957105,1021.4907226084737
0.00019200398456586923,1022.1667078476878
0.00019225483296216741,1022.8650799706097
0.0001925056813584656,1023.5866814084707
0.00019275652975476377,1024.3323931122368
0.00019300737815106195,1025.103136746246
0.00019325822654736013,1025.8998770395801
0.00019350907494365831,1026.7236243084283
0.0001937599233399565,1027.5754371641422
0.00019401077173625467,1028.4564254230224
0.00019426162013255286,1029.3677532356166
0.00019451246852885104,1030.3106424550253
0.00019469767609902434,1031.0278037245582
0.00019488288366919764,1031.7634070761655
0.00019506809123937094,1032.5180119072343
0.00019525329880954424,1033.2921988760927
0.00019543850637971754,1034.0865709313796
0.00019562371394989085,1034.901754409591
0.00019580892152006415,1035.7384001937826
0.00019599412909023745,1036.5971849378
0.00019617933666041075,1037.4788123661501
0.00019636454423058405,1038.384014658008
0.00019654975180075735,1039.3135539195073
0.00019673495937093066,1040.268223749441
0.00019692016694110396,1041.2488509048367
0.00019710537451127726,1042.2562970758333
0.00019729058208145056,1043.291460777603
0.00019747578965162386,1044.3552793693964
0.00019766099722179717,1045.4487312096958
0.00019784620479197047,1046.572837958567
0.00019803141236214377,1047.728667039
0.00019821661993231707,1048.9173342710283
0.00019840182750249037,1050.1400066922165
0.00019858703507266367,1051.397905579734
0.00019877224264283698,1052.6923096919616
0.00019895745021301028,1054.0245587482789
0.00019914265778318358,1055.39605716721
0.00019932786535335688,1056.808278085469
0.00019951307292353018,1058.2627676829543
0.00019969828049370348,1059.7611498411638
0.00019988348806387679,1061.305131165121
0.0002000686956340501,1062.896506401983
0.0002002051226858979,1064.1001523513441
0.00020034154973774573,1065.331326627519
0.00020047797678959356,1066.5908496663264
0.00020061440384144138,1067.8795744394783
0.0002007508308932892,1069.1983881077174
0.00020088725794513703,1070.5482137861193
0.00020102368499698485,1071.9300124103333
0.00020116011204883267,1073.3447847105144
0.0002012965391006805,1074.7935733100712
0.00020143296615252832,1076.277464962639
0.00020156939320437614,1077.7975929346196
0.00020170582025622397,1079.3551395407937
0.0002018422473080718,1080.9513388445787
0.00020197867435991961,1082.587479535744
0.00020211510141176744,1084.2649080016022
0.00020225152846361526,1085.9850316048246
0.00020238795551546308,1087.749322182339
0.0002025243825673109,1089.5593197833941
0.00020266080961915873,1091.4166366647446
0.00020279723667100655,1093.3229615644584
0.00020293366372285438,1095.280064274407
0.0002030700907747022,1097.289800533619
0.00020320651782655002,1099.3541172699433
0.00020334294487839785,1101.475058219055
0.00020347937193024567,1103.6547699483904
0.0002036157989820935,1105.8955083103585
0.00020375222603394132,1108.199645377301
0.00020385326210885997,1109.9483856043291
0.00020395429818377862,1111.7343240073785
0.00020405533425869727,1113.558561967342
0.00020415637033361592,1115.4222443204767
0.00020425740640853457,1117.32656145791
0.00020435844248345322,1119.2727515634244
0.00020445947855837187,1121.2621029500078
0.00020456051463329052,1123.2959565318308
0.00020466155070820918,1125.375708416341
0.00020476258678312783,1127.5028126319069
0.00020486362285804648,1129.678784019914
0.00020496465893296513,1131.9052012948227
0.00020506569500788378,1134.1837102525985
0.00020516673108280243,1136.5160271317407
0.00020526776715772108,1138.9039421649625
0.00020534227392143833,1140.7015617140028
0.00020541678068515559,1142.531206963859
0.00020549128744887284,1144.3936803264885
0.0002055657942125901,1146.2898101789965
0.00020564030097630734,1148.220451831178
0.0002057148077400246,1150.1864885281934
0.00020578931450374185,1152.1888324810163
0.0002058638212674591,1154.2284259283736
0.00020593832803117635,1156.306242235663
0.0002060128347948936,1158.423287031431
0.00020608734155861086,1160.5805993786748
0.0002061618483223281,1162.779252979043
0.00020623635508604536,1165.0203574098468
0.0002063108618497626,1167.3050593938322
0.00020638536861347987,1169.6345441002138
0.00020645987537719712,1172.0100364742714
0.00020653438214091437,1174.4328025924528
0.00020660888890463162,1176.904151039809
0.00020668339566834887,1179.4254343059404
0.00020675790243206613,1181.998050194507
0.00020683240919578338,1184.62344324011
0.00020690691595950063,1187.3031061252282
0.00020698142272321788,1190.0385810887078
0.00020705592948693513,1192.8314613158523
0.0002071304362506524,1195.6833922983765
0.00020720494301436964,1198.5960731504435
0.0002072794497780869,1201.571257865257
0.00020735395654180414,1204.6107564910612
0.0002074284633055214,1207.7164362106687
0.00020750297006923865,1210.8902222951087
0.0002075774768329559,1214.1340989048992
0.00020765198359667315,1217.4501097057384
0.0002077264903603904,1220.8403582655028
0.00020780099712410766,1224.3070081844805
0.0002078755038878249,1227.8522829229014
0.00020795001065154216,1231.478465255771
0.00020802451741525941,1235.18789631659
0.00020809902417897667,1238.9829741356518
0.00020817353094269392,1242.8661516205368
0.00020824803770641117,1246.8399338999425
0.00020832254447012842,1250.906874915296
0.00020839705123384567,1255.0695731543985
0.00020845225192709,1258.2169460063346
0.00020850745262033433,1261.4194125940421
0.00020856265331357866,1264.6780660050265
0.000208617854006823,1267.9940058555994
0.00020867305470006732,1271.3683362080058
0.00020872825539331165,1274.8021632026625
0.00020878345608655598,1278.2965924255852
0.0002088386567798003,1281.852726007953
0.00020889385747304464,1285.4716594203232
0.00020894905816628897,1289.1544779125124
0.0002090042588595333,1292.9022525753976
0.000209043821986038,1295.6288844464639
0.0002090833851125427,1298.3898046434854
0.0002091229482390474,1301.1853865579865
0.0002091625113655521,1304.0159955290578
0.0002092020744920568,1306.8819877709716
0.0002092416376185615,1309.7837092294792
0.0002092812007450662,1312.7214943810638
0.0002093207638715709,1315.6956649767926
0.0002093603269980756,1318.7065287232047
0.0002093998901245803,1321.7543778954796
0.000209439453251085,1324.83948788445
0.0002094790163775897,1327.9621156808555
0.0002095185795040944,1331.1224982983813
0.0002095581426305991,1334.3208511358284
0.0002095977057571038,1337.5573662797449
0.0002096372688836085,1340.832210750535
0.0002096768320101132,1344.1455246960813
0.0002097163951366179,1347.497419537349
0.0002097559582631226,1350.8879760709829
0.0002097955213896273,1354.317242534839
0.000209835084516132,1357.7852326435225
0.0002098746476426367,1361.2919236020982
0.0002099142107691414,1364.8372541071715
0.0002099537738956461,1368.4211223455943
0.0002099933370221508,1372.0433840021733
0.0002100329001486555,1375.7038502889154
0.0002100724632751602,1379.4022860095245
0.0002101120264016649,1383.1384076739992
0.0002101515895281696,1386.911881679282
0.0002101911526546743,1390.722322571993
0.000210230715781179,1394.5692914160945
0.0002102702789076837,1398.4522942748265
0.0002103098420341884,1402.370780834064
0.0002103494051606931,1406.3241431858812
0.0002103889682871978,1410.311714792701
0.0002104285314137025,1414.3327696502986
0.0002104680945402072,1418.3865216728345
0.0002105076576667119,1422.4721243166919
0.0002105472207932166,1426.588670469004
0.0002105867839197213,1430.7351926084232
0.000210626347046226,1434.910663269412
0.0002106659101727307,1439.1139958171398
0.0002107054732992354,1443.3440455365858
0.0002107450364257401,1447.5996110649448
0.0002107845995522448,1451.8794361647867
0.0002108241626787495,1456.1822118479017
0.0002108637258052542,1460.5065788416598
0.0002109032889317589,1464.8511304067877
0.0002109428520582636,1469.214415482226
0.00021097182773035592,1472.4210694197316
0.00021100080340244823,1475.636373580179
0.00021102977907454053,1478.8597192879774
0.00021105875474663284,1482.0904889438002
0.00021108773041872514,1485.3280569678511
0.00021111670609081745,1488.5717907792603
0.00021114568176290976,1491.8210518082783
0.00021117465743500206,1495.0751965209693
0.00021120363310709437,1498.3335774795642
0.00021123260877918667,1501.5955444301242
0.00021126158445127898,1504.8604453989676
0.0002112905601233713,1508.1276277949923
0.0002113195357954636,1511.396439528803
0.0002113485114675559,1514.6662301245883
0.0002113774871396482,1517.936351839811
0.0002114064628117405,1521.2061607624214
0.00021143543848383282,1524.475017892051
0.00021146441415592512,1527.7422902191954
0.00021149338982801743,1531.0073517718517
0.00021152236550010974,1534.2695846289882
0.00021155134117220204,1537.528379906042
0.00021158031684429435,1540.7831386955402
0.00021160929251638666,1544.0332729729953
0.00021163826818847896,1547.278206459845
0.00021166724386057127,1550.517375433504
0.00021169621953266357,1553.7502294832555
0.00021172519520475588,1556.9762322134418
0.00021175417087684819,1560.1948618915924
0.0002117831465489405,1563.4056120373502
0.0002118121222210328,1566.607991950341
0.0002118410978931251,1569.8015271770948
0.0002118700735652174,1572.9857599168524
0.00021189904923730972,1576.1602493655498
0.00021192802490940202,1579.3245719979152
0.00021195700058149433,1582.4783217885545
0.00021198597625358664,1585.621110373207
0.00021201495192567894,1588.752567151403
0.00021204392759777125,1591.87233933207
0.00021207290326986355,1594.9800919241286
0.00021210187894195586,1598.0755076743974
0.00021213085461404817,1601.1582869552653
0.00021215983028614047,1604.228147604767
0.00021218880595823278,1607.2848247219458
0.00021221778163032508,1610.328070420552
0.0002122467573024174,1613.3576535441953
0.0002122757329745097,1616.373359346132
0.000212304708646602,1619.37498913693
0.0002123336843186943,1622.3623599032987
0.00021236265999078662,1625.3353039013473
0.00021239163566287892,1628.2936682274842
0.00021242061133497123,1631.2373143701197
0.00021244958700706353,1634.166117745261
0.00021247856267915584,1637.0799672189876
0.00021250753835124815,1639.97876461967
0.00021253651402334045,1642.8624242426677
0.00021256548969543276,1645.730872350093
0.00021259446536752506,1648.5840466680916
0.00021262344103961737,1651.421895883904
0.00021265241671170968,1654.2443791448304
0.00021268139238380198,1657.0514655610327
0.0002127103680558943,1659.8431337139511
0.0002127393437279866,1662.6193711719357
0.0002127683194000789,1665.380174014527
0.0002127972950721712,1668.125546366656
0.00021282627074426351,1670.855499943873
0.00021285524641635582,1673.5700536095628
0.00021288422208844813,1676.2692329449576
0.00021291319776054043,1678.953069832614
0.00021294217343263274,1681.6216020538961
0.00021297114910472504,1684.2748729008813
0.00021300012477681735,1686.912930802984
0.00021302910044890966,1689.5358289685028
0.00021305807612100196,1692.1436250411803
0.00021308705179309427,1694.7363807717945
0.00021311602746518658,1697.3141617047108
0.00021314500313727888,1699.877036879255
0.0002131739788093712,1702.4250785457075
0.00021321764516331183,1706.2371246872242
0.00021326131151725247,1710.015923209804
0.0002133049778711931,1713.761754717157
0.00021334864422513375,1717.474910119363
0.0002133923105790744,1721.1556890970667
0.00021343597693301503,1724.8043986842922
0.00021347964328695567,1728.4213519716216
0.0002135233096408963,1732.0068669381621
0.00021356697599483695,1735.5612654054232
0.00021361064234877759,1739.0848720969311
0.00021365430870271823,1742.5780137912832
0.00021369797505665886,1746.0410185629635
0.0002137416414105995,1749.474215106603
0.00021378530776454014,1752.8779321380437
0.00021382897411848078,1756.2524978642004
0.00021387264047242142,1759.5982395146734
0.00021391630682636206,1762.915482929594
0.0002139599731803027,1766.2045521988457
0.00021400363953424334,1769.4657693477498
0.00021404730588818398,1772.6994540643577
0.00021409097224212462,1775.9059234639385
0.00021413463859606526,1779.085491886814
0.0002141783049500059,1782.2384707260985
0.00021422197130394654,1785.3651682821535
0.00021426563765788718,1788.4658896407914
0.00021430930401182782,1791.5409365725454
0.00021435297036576846,1794.5906074506172
0.0002143966367197091,1797.6151971853778
0.00021444030307364974,1800.614997173508
0.00021448396942759038,1803.5902952600352
0.00021452763578153102,1806.5413757117105
0.00021457130213547166,1809.4685192003492
0.0002146149684894123,1812.372002794909
0.00021465863484335294,1815.2520999612143
0.00021470230119729358,1818.1090805683505
0.00021474596755123422,1820.9432109008617
0.00021478963390517486,1823.754753675997
0.0002148333002591155,1826.5439680653228
0.00021487696661305614,1829.311109720101
0.00021492063296699678,1832.0564307999116
0.00021496429932093742,1834.7801800040509
0.00021500796567487806,1837.482602605296
0.0002150516320288187,1840.1639404856664
0.00021509529838275934,1842.8244321738694
0.00021513896473669998,1845.4643128841503
0.00021518263109064062,1848.0838145562989
0.00021522629744458126,1850.6831658965857
0.0002152699637985219,1853.2625924194438
0.00021533546711376876,1857.095078891826
0.00021540097042901563,1860.8839665435453
0.0002154664737442625,1864.6299775114883
0.00021553197705950937,1868.333818860807
0.00021559748037475624,1871.9961829120323
0.0002156629836900031,1875.6177475613974
0.00021572848700524998,1879.1991766043311
0.00021579399032049684,1882.7411200553006
0.0002158594936357437,1886.2442144755753
0.00021592499695099058,1889.7090832856159
0.00021599050026623745,1893.1363370624442
0.00021605600358148432,1896.5265738419769
0.00021612150689673119,1899.8803794217165
0.00021618701021197805,1903.1983276524231
0.0002162338556981432,1905.5495192197022
0.00021628070118430835,1907.8828611219424
0.0002163275466704735,1910.198552479138
0.00021637439215663865,1912.4967895348677
0.0002164212376428038,1914.7777657053462
0.00021646808312896895,1917.0416716268812
0.0002165149286151341,1919.288695203382
0.00021656177410129924,1921.5190216539002
0.0002166086195874644,1923.7328335589511
0.00021665546507362954,1925.9303109052596
0.0002167023105597947,1928.1116311297558
0.00021674915604595984,1930.2769691633157
0.000216796001532125,1932.4264974737819
0.00021684284701829014,1934.5603861078055
0.00021688969250445529,1936.6788027317632
0.00021693653799062043,1938.7819126721417
0.00021698338347678558,1940.869878955308
0.00021705395412971852,1943.987071739086
0.00021712452478265146,1947.070801811253
0.0002171950954355844,1950.121598143341
0.00021726566608851734,1953.1399788254041
0.00021733623674145028,1956.1264513376454
0.00021740680739438322,1959.0815128149218
0.00021747737804731615,1962.005650304393
0.0002175479487002491,1964.899341014919
0.00021761851935318203,1967.7630525598754
0.00021768909000611497,1970.5972431917996
0.0002177596606590479,1973.4023620313171
0.00021783023131198085,1976.1788492886262
0.00021790080196491379,1978.92713648086
0.00021795296576420647,1980.9407137800786
0.00021800512956349915,1982.9392825274974
0.00021805729336279184,1984.9230082252468
0.00021810945716208452,1986.8920539902747
0.0002181616209613772,1988.8465805971875
0.0002182137847606699,1990.786746518566
0.00021826594855996258,1992.7127079657735
0.00021831811235925526,1994.6246189271353
0.00021837027615854795,1996.5226312072275
0.00021842243995784063,1998.4068944658025
0.00021847460375713331,2000.2775562543654
0.000218526767556426,2002.1347620520057
0.00021857893135571868,2003.9786553013976
0.00021863109515501137,2005.8093774427753
0.00021868325895430405,2007.6270679492811
0.00021873542275359674,2009.4318643606841
0.00021878758655288942,2011.2239023152642
0.0002188397503521821,2013.0033155818905
0.0002188919141514748,2014.7702360920273
0.00021894407795076747,2016.5247939706098
0.00021899624175006016,2018.2671175660043
0.00021904840554935284,2019.997333479982
0.00021910056934864553,2021.715566597034
0.0002191527331479382,2023.4219401123087
0.0002192048969472309,2025.1165755592453
0.00021924318208127973,2026.3529380428758
0.00021928146721532856,2027.5830890651105
0.0002193197523493774,2028.8070750157613
0.00021935803748342623,2030.0249418296526
0.00021939632261747506,2031.2367349924805
0.0002194346077515239,2032.4424995457764
0.00021947289288557273,2033.6422800918995
0.00021951117801962157,2034.8361207995204
0.0002195494631536704,2036.02406540904
0.00021958774828771923,2037.2061572375592
0.00021962603342176807,2038.3824391837127
0.0002196643185558169,2039.5529537326754
0.00021970260368986573,2040.7177429611882
0.00021974088882391457,2041.876848542361
0.0002197791739579634,2043.030311750326
0.0002198388202594442,2044.8162026706211
0.000219898466560925,2046.5886502101237
0.00021995811286240578,2048.347804820419
0.00022001775916388657,2050.0938147395186
0.00022011316813191358,2052.859729726234
0.0002202085770999406,2055.5929716074197
0.0002203039860679676,2058.294113301264
0.0002203993950359946,2060.9637145437687
0.00022049480400402162,2063.602322273536
0.00022059021297204863,2066.210470977438
0.00022068562194007564,2068.7886830278103
0.00022078103090810266,2071.337469016586
0.00022087643987612967,2073.8573280850223
0.00022097184884415668,2076.3487482350424
0.0002210672578121837,2078.812206640445
0.0002211626667802107,2081.2481699388986
0.0002212580757482377,2083.657094517069
0.00022135348471626472,2086.0394267861434
0.00022144889368429173,2088.3956034472903
0.00022154430265231874,2090.7260517527334
0.00022163971162034575,2093.0311897623988
0.00022173512058837276,2095.3114265787763
0.00022183052955639977,2097.567162586584
0.00022192593852442678,2099.7987896800414
0.0002220213474924538,2102.0066914854715
0.0002221167564604808,2104.1912435707413
0.0002222121654285078,2106.352813660063
0.00022230757439653482,2108.4917618330296
0.00022240298336456183,2110.608440721055
0.00022249839233258884,2112.703195692974
0.00022259380130061585,2114.7763650396914
0.00022268921026864287,2116.8282801600008
0.00022278461923666988,2118.859265727523
0.00022288002820469689,2120.869639857697
0.0002229754371727239,2122.859714272702
0.0002230708461407509,2124.8297944612373
0.00022316625510877792,2126.7801798315586
0.00022326166407680493,2128.711163859272
0.00022335707304483194,2130.623034232971
0.00022345248201285895,2132.5160729952318
0.00022354789098088596,2134.390556679063
