# Expermental data, Micka Thesis (2010). Fig 3.12 set C, H2 fuel, ER=0.26, d_inj=2.49mm
# x/H (0 at cavity leading edge), <p>/p0 (1370K), rms(p)/p0 (1370K), <p>/p0 (1080K), rms(p)/p0 (1080K)
-15.515366430260048, 0.10793082087867734, 0.0029333144348027557, 0.10513447432762835, 0.001760391198044009
-11.011820330969263, 0.27635058874172536, 0.06530712737084692, 0.11344743276283631, 0.00068459657701713805
-8.009456264775414, 0.4096518995648081, 0.03316650130452359, 0.2180929095354524, 0.012127139364303186
-5.243498817966902, 0.46034248337191663, 0.01710180533463522, 0.37114914425427875, 0.0128117359413203
-3.245862884160754, 0.4741544219936885, 0.012403053162616542, 0.41418092909535453, 0.011833740831295869
-0.5035460992907872, 0.4475683890577494, 0.012237586027686348, 0.434718826405868, 0.01124694376528117
1.5059101654846323, 0.3943191541857609, 0.004518901155435143, 0.39608801955990225, 0.010953545232273854
3.7635933806146546, 0.199846711918148, 0.005950097379928715, 0.26845965770171154, 0.00987775061124696
