 VARIABLES  =  "X"  "temp"  "u"  "rho"  "Y_H2" "Y_O2" "Y_H2O" "Y_H" "Y_O" "Y_OH" "Y_HO2" "Y_H2O2" "Y_N2"
 ZONE  I=454  FORMAT=POINT  SPECFORMAT=MASS 
0.0 298.0 0.534292484155303 0.9893277276003428 0.014467517837899192 0.22962878760502656 1.1722583290927352e-19 -5.887036225686357e-21 6.511836937427712e-19 -3.6814739215435833e-19 -3.4206663655715174e-18 -1.7741231617078512e-18 0.7559036945570743
0.00303 298.0000000000132 0.5342924840272611 0.9893277278374323 0.014467517816423693 0.22962878760995162 7.51208642978867e-18 -5.823662351260028e-25 5.402837837623007e-19 -1.7892745785905856e-21 -3.874111040142878e-18 -1.763817942528787e-18 0.7559036945736247
0.007515000000000001 298.000000001127 0.5342924791083363 0.9893277369456065 0.01446751699122487 0.22962878779919604 9.064564916903861e-16 5.786585614865364e-25 5.91348489407844e-19 8.463181485870582e-22 -1.0874544111410941e-18 -4.364628103809961e-19 0.7559036952095782
0.010505 298.0000000433554 0.5342923944569435 0.9893278936911855 0.014467502783172556 0.2296287910574627 4.813581732096033e-14 9.028404500003515e-24 9.069267030904015e-18 1.3433154296071716e-20 1.182109448438572e-16 7.600659834959853e-17 0.7559037061593165
0.012 298.0000007722464 0.5342917223553451 0.9893291381964453 0.014467389857951679 0.2296288169517268 1.1743851471292978e-12 1.808991569175476e-22 1.816081335223181e-16 2.6926820811612153e-19 3.0500672930128026e-15 2.0659941686146927e-15 0.7559037931891418
0.0129 298.0000090657939 0.5342881071355136 0.9893358324167966 0.014466781120083457 0.22962895650137455 1.875826661349951e-11 2.2821573026215947e-21 2.2910203306544164e-15 3.3965495059053716e-18 5.166500775387122e-14 3.61013774374013e-14 0.7559042623596937
0.0138 298.0001289428328 0.5342629910530339 0.9893823417966002 0.014462533291851317 0.22962992965899454 3.6585690401551717e-10 3.3772853766837656e-20 3.3912018531502936e-14 5.0277709675968487e-17 1.08366135124514e-12 7.71347404971512e-13 0.7559075366814083
0.01425 298.0007938028663 0.5341947369344798 0.9895087552840064 0.014450887599707328 0.22963259386281334 2.9784178559802903e-09 2.145050452346983e-19 2.154766546018922e-13 3.1947669109503027e-16 9.45518906899358e-12 6.819037056207036e-12 0.7559165155425714
0.014475000000000002 298.0028042872989 0.5340858013870404 0.989710581802647 0.014432015147758598 0.22963689991771588 1.3462785224780987e-08 7.659685803272895e-19 7.692506807207523e-13 1.1425823793914006e-15 4.565830039630198e-11 3.3200941938078306e-11 0.7559310713921107
0.014700000000000001 298.01158610415865 0.5338209498198713 0.9902016198533548 0.014384960706664314 0.2296475910038662 7.30407400277735e-08 3.1771325758815745e-18 3.1783918464684154e-12 4.7804351540287285e-15 2.667641729483289e-10 1.9540090354922738e-10 0.7559673747833813
