time, kinetic_energy((0,0,0)(127,127,127)), enstrophy((0,0,0)(127,127,127)), Density((0,0,0)(127,127,127)), pressure((64,64,64)(64,64,64))
3.85559e-05, 6945, 20787.9, 46.0763, 3.98937e+06
7.71119e-05, 6945, 20788, 46.0763, 3.98938e+06
0.000115668, 6945, 20788, 46.0763, 3.98938e+06
0.000154224, 6945, 20788, 46.0763, 3.98938e+06
0.000192779, 6945, 20788, 46.0763, 3.98938e+06
0.000231335, 6945, 20788.1, 46.0763, 3.98938e+06
0.000269891, 6945, 20788.1, 46.0763, 3.98938e+06
0.000308446, 6945, 20788.2, 46.0763, 3.98938e+06
0.000347002, 6945, 20788.3, 46.0763, 3.98938e+06
0.000385558, 6945, 20788.3, 46.0763, 3.98938e+06
0.000424113, 6945, 20788.4, 46.0763, 3.98938e+06
0.000462669, 6945, 20788.5, 46.0763, 3.98938e+06
0.000501224, 6945, 20788.6, 46.0763, 3.98938e+06
0.000539779, 6945, 20788.7, 46.0763, 3.98938e+06
0.000578335, 6945, 20788.8, 46.0763, 3.98939e+06
0.00061689, 6945, 20788.9, 46.0763, 3.98939e+06
0.000655445, 6945, 20789.1, 46.0763, 3.98939e+06
0.000694, 6945, 20789.2, 46.0763, 3.98939e+06
0.000732555, 6945, 20789.3, 46.0763, 3.98939e+06
0.00077111, 6945, 20789.5, 46.0763, 3.98939e+06
0.000809664, 6945, 20789.7, 46.0763, 3.98939e+06
0.000848219, 6945, 20789.8, 46.0763, 3.9894e+06
0.000886774, 6945, 20790, 46.0763, 3.9894e+06
0.000925328, 6945, 20790.2, 46.0763, 3.9894e+06
0.000963883, 6945, 20790.4, 46.0763, 3.9894e+06
0.00100244, 6945, 20790.6, 46.0763, 3.9894e+06
0.00104099, 6945, 20790.8, 46.0763, 3.9894e+06
0.00107955, 6945, 20791, 46.0763, 3.98941e+06
0.0011181, 6945, 20791.2, 46.0763, 3.98941e+06
0.00115665, 6945, 20791.5, 46.0763, 3.98941e+06
0.00119521, 6945, 20791.7, 46.0763, 3.98941e+06
0.00123376, 6945, 20791.9, 46.0763, 3.98941e+06
0.00127232, 6945, 20792.2, 46.0763, 3.98941e+06
0.00131087, 6945, 20792.4, 46.0763, 3.98941e+06
0.00134942, 6945, 20792.7, 46.0763, 3.98942e+06
0.00138798, 6945, 20793, 46.0763, 3.98942e+06
0.00142653, 6945, 20793.3, 46.0763, 3.98942e+06
0.00146508, 6945, 20793.6, 46.0763, 3.98942e+06
0.00150364, 6945, 20793.9, 46.0763, 3.98942e+06
0.00154219, 6945, 20794.2, 46.0763, 3.98942e+06
0.00158074, 6945, 20794.5, 46.0763, 3.98942e+06
0.0016193, 6945, 20794.8, 46.0763, 3.98942e+06
0.00165785, 6945, 20795.2, 46.0763, 3.98942e+06
0.0016964, 6945, 20795.5, 46.0763, 3.98942e+06
0.00173496, 6945, 20795.8, 46.0763, 3.98943e+06
0.00177351, 6945, 20796.2, 46.0763, 3.98943e+06
0.00181206, 6945, 20796.6, 46.0763, 3.98943e+06
0.00185061, 6945, 20796.9, 46.0763, 3.98943e+06
0.00188917, 6945, 20797.3, 46.0763, 3.98943e+06
0.00192772, 6945, 20797.7, 46.0763, 3.98943e+06
0.00196627, 6945, 20798.1, 46.0763, 3.98943e+06
0.00200482, 6945, 20798.5, 46.0763, 3.98943e+06
0.00204338, 6945, 20798.9, 46.0763, 3.98943e+06
0.00208193, 6945, 20799.3, 46.0763, 3.98943e+06
0.00212048, 6945, 20799.7, 46.0763, 3.98943e+06
0.00215903, 6945, 20800.2, 46.0763, 3.98943e+06
0.00219759, 6945, 20800.6, 46.0763, 3.98943e+06
0.00223614, 6945, 20801.1, 46.0763, 3.98943e+06
0.00227469, 6945, 20801.5, 46.0763, 3.98943e+06
0.00231324, 6945, 20802, 46.0763, 3.98943e+06
0.0023518, 6945, 20802.5, 46.0763, 3.98943e+06
0.00239035, 6945, 20802.9, 46.0763, 3.98943e+06
0.0024289, 6945, 20803.4, 46.0763, 3.98943e+06
0.00246745, 6945, 20803.9, 46.0763, 3.98943e+06
0.00250601, 6945, 20804.4, 46.0763, 3.98943e+06
0.00254456, 6945, 20804.9, 46.0763, 3.98943e+06
0.00258311, 6945, 20805.5, 46.0763, 3.98943e+06
0.00262167, 6945, 20806, 46.0763, 3.98943e+06
0.00266022, 6945, 20806.5, 46.0763, 3.98943e+06
0.00269877, 6945, 20807.1, 46.0763, 3.98943e+06
0.00273732, 6945, 20807.6, 46.0763, 3.98943e+06
0.00277588, 6945, 20808.2, 46.0763, 3.98943e+06
0.00281443, 6945, 20808.7, 46.0763, 3.98943e+06
0.00285298, 6945, 20809.3, 46.0763, 3.98943e+06
0.00289154, 6945, 20809.9, 46.0763, 3.98943e+06
0.00293009, 6945, 20810.5, 46.0763, 3.98943e+06
0.00296864, 6945, 20811.1, 46.0763, 3.98943e+06
