X,temp,u,rho,X_CH4,X_CH3,X_CH2,X_CH,X_CH2O,X_HCO,X_CO2,X_CO,X_H2,X_H,X_O2,X_O,X_OH,X_HO2,X_H2O2,X_H2O,X_N2
0.014925,300.00171249435806,1.0555798456468273,0.9720531905372165,0.02455190070766432,6.354569528662187e-12,7.069613052749153e-27,2.4977740482755106e-40,6.086274584981629e-14,9.64293775163919e-25,2.360192375364579e-13,7.309255332008996e-11,0.17167418226596112,1.1790243680709885e-15,0.16879272314932656,8.40052317190005e-11,5.450886436174721e-14,9.569717969942589e-11,7.538071663158427e-11,6.751658088588012e-09,0.6349811867905072
0.0150375,300.0061331137678,1.055380975876585,0.972236358510621,0.024557649032417538,2.8679334550380687e-11,2.2509946420283614e-25,4.6274967657590983e-38,3.684959817082924e-13,2.1354784198304013e-23,1.4221813373954637e-12,3.561291545753482e-10,0.1714902878399338,6.692911783318898e-15,0.16883036065049037,2.9606277710254843e-10,3.801139227695663e-13,4.621612172889134e-10,3.680043626857873e-10,3.0674580327434655e-08,0.6351216702893636
0.01515,300.0251525093425,1.0549197277013238,0.9726614545954307,0.02457180765513762,1.532597394376821e-10,1.413334390228374e-23,2.930928788052509e-35,2.696428655826693e-12,7.159209372839129e-22,1.0371091744130784e-11,2.0580643474975946e-09,0.1710370115180797,6.666941403941925e-14,0.16892309353597443,1.1906316387360621e-09,4.488929093937542e-12,2.6496499342227783e-09,2.131349900546154e-09,1.640671702009439e-07,0.6354679150230592
0.015206250000000001,300.05823849383785,1.0544824058370055,0.9730648431377315,0.024586645993792292,4.2817048961450053e-10,2.5627527499889953e-22,3.2737696986399524e-33,9.50667581693229e-12,7.737810773617087e-21,3.6780547158540286e-11,6.10840042560618e-09,0.17056135570682754,4.0897090127616494e-13,0.16902033506228606,2.7174887780717657e-09,2.915947166793872e-11,7.806603402877109e-09,6.336244268423985e-09,4.5963043256173915e-07,0.6358311801338984
0.015234375000000001,300.0953089670886,1.0541842208875343,0.9733400827831299,0.024598120359206655,7.989499986435732e-10,1.4523611877973332e-21,5.570638444513876e-32,2.1151333488999555e-11,3.7390738689268403e-20,8.233691524838284e-11,1.1939731471622583e-08,0.17019289420889683,1.2262188928880164e-12,0.16909559046826358,4.4012720756530205e-09,8.815107533869684e-11,1.5162157348630847e-08,1.2400024558346165e-08,8.608860725242912e-07,0.6361124891825595
0.0152625,300.16308158965586,1.053837541575282,0.9736602809706688,0.024613761121753997,1.5884146075019015e-09,8.50827563806846e-21,9.56372061352979e-31,5.163212085564321e-11,2.16775437792516e-19,2.0229747133907414e-10,2.5075637489394374e-08,0.16968953708924514,3.5986344834324405e-12,0.1691982736266424,7.437386224113588e-09,2.6037640770155476e-10,3.159591038844135e-08,2.6078541526940196e-08,1.7208103042317438e-06,0.6364966150582594
0.0152765625,300.2180345745249,1.0536582174075986,0.9738259901322645,0.024623701552366817,2.3141328683540594e-09,2.256149667556311e-20,4.6169093752248416e-30,8.523887979820514e-11,5.925282673519304e-19,3.35688830924364e-10,3.781296495053904e-08,0.16936876857413108,6.554400368154976e-12,0.16926361164625553,9.86983228223503e-09,4.72037289074063e-10,4.739217637910855e-08,3.9357566011440134e-08,2.519262187261603e-06,0.6367412613188674
0.015290624999999999,300.295784098039,1.0534911052763944,0.973980465225936,0.024635427916791866,3.445680750150404e-09,6.12284045582862e-20,2.277381375011842e-29,1.4593060539464592e-10,1.7186490482648648e-18,5.779012990648589e-10,5.852297811469886e-08,0.1689893276928547,1.1921281851518212e-11,0.16934078089667653,1.3278477397665463e-08,8.58413616768013e-10,7.290586381373804e-08,6.096828261572004e-08,3.773670117761669e-06,0.6370304791081097
0.015304687499999999,300.40581450123767,1.0533571783179452,0.9741042999942714,0.024649248647250353,5.2061488970373235e-09,1.6894939552250275e-19,1.1450454850280608e-28,2.553823773400641e-10,5.186208845915031e-18,1.0175882393071275e-09,9.219219689858286e-08,0.16854050951736615,2.1745491856267473e-11,0.1694318726936619,1.805500804515456e-08,1.5634930156905269e-09,1.1408560049791725e-07,9.613308730970006e-08,5.744081428800779e-06,0.637372296530042
0.015318749999999999,300.561570465846,1.0532890689883074,0.9741672889629692,0.024665518340246093,7.93785553743286e-09,4.700990595653591e-19,5.8206608629034085e-28,4.523742772069826e-10,1.6039837584978987e-17,1.8154236691039433e-09,1.4692047610798116e-07,0.16800967797817729,3.982418220580411e-11,0.16953931696269037,2.4748339326639843e-08,2.8501255071861744e-09,1.8049533834912735e-07,1.5334011113460873e-07,8.838442916729198e-06,0.6377761296761014
0.01532578125,300.6637367436921,1.053298306375736,0.97415874555253,0.024674723027337347,9.863954039781321e-09,8.008393742444068e-19,1.3604317734392318e-27,6.096177661705889e-10,2.8988421670835246e-17,2.457805986852105e-09,1.871164487016231e-07,0.167707910397104,5.469174674118819e-11,0.16960022361951804,2.9102660561523353e-08,3.891612820255287e-09,2.2892297118612688e-07,1.953825938432988e-07,1.1047127566588167e-05,0.6380054384261172
0.0153328125,300.78715770976214,1.0533503732302607,0.9741105931221294,0.024684725563607388,1.2317350962420657e-08,1.3739436894477617e-18,3.2060163365325197e-27,8.295323662286734e-10,5.315295486520909e-17,3.3614111117412173e-09,2.3986790290391836e-07,0.1673786218773159,7.522547400698527e-11,0.16966651904881527,3.433041696704029e-08,5.328915393881045e-09,2.921583241204306e-07,2.5058193888613326e-07,1.388474286918459e-05,0.6382554099163741
0.015339843749999998,300.9362671770769,1.0534579405465627,0.97401112786888,0.0246955866781517,1.5439344288842742e-08,2.371842751071299e-18,7.617921230271691e-27,1.136885008690593e-09,9.854533059222188e-17,4.632186608775548e-09,3.0908828649237565e-07,0.16701932654624052,1.0369949292259863e-10,0.16973864182801607,4.060692301334233e-08,7.31084691847098e-09,3.7470652037374903e-07,3.230436808742816e-07,1.752980038589128e-05,0.6385278390788326
0.015346875,301.1164255221921,1.0536366627200278,0.9738459121070131,0.024707369262127465,1.940776930257136e-08,4.114433467929771e-18,1.8226455027114422e-26,1.5660848236068307e-09,1.8420869141868326e-16,6.418852607624938e-09,3.999057945667261e-07,0.16662732220049054,1.4328534544444737e-10,0.16981705441629616,4.8142819954718305e-08,1.0042649899842173e-08,4.82433553929953e-07,4.1814696235800394e-07,2.2211155177341098e-05,0.6388246567581356
0.01535390625,301.3341128475689,1.0539058276518427,0.973597194280966,0.024720137635927585,2.444590667835181e-08,7.164856228494306e-18,4.3867403694742115e-26,2.1648498774159166e-09,3.464192672913647e-16,8.930037406290988e-09,5.190374661811576e-07,0.1661996742122277,1.984674862083339e-10,0.1699022405067822,5.719130282190316e-08,1.3807587433086374e-08,6.229733658664808e-07,5.429349417570406e-07,2.8222025638461872e-05,0.6391479339354983
0.0153609375,301.5971618062715,1.0542891420579736,0.9732432175465907,0.024733956499874636,3.083332764934169e-08,1.2516261230830071e-17,1.0615487623244006e-25,2.9992174847008863e-09,6.543325650006716e-16,1.2458190531996454e-08,6.752767555034802e-07,0.1657331991564016,2.7565555421562237e-10,0.16999470071910902,6.805689983696717e-08,1.8996995447062537e-08,8.062552261592537e-07,7.066219356882668e-07,3.5937819959795454e-05,0.6394998840304504
0.015367968749999999,301.9150378267447,1.0548156782343971,0.9727574001950995,0.0247488894760046,3.891898847775414e-08,2.1921425331138814e-17,2.582482466928015e-25,4.160360904657593e-09,1.2398323231983583e-15,1.7412896271971045e-08,8.80127986398791e-07,0.16522444850499393,3.8412360158957016e-10,0.17009494607934095,8.110618343984016e-08,2.6152271014175667e-08,1.0451863640945694e-06,9.212503374353029e-07,4.583874908562518e-05,0.639882862491062
0.015375,302.29917575389493,1.05552101275895,0.9721073710948631,0.024764997125829535,4.9136878809721754e-08,3.8442219400363e-17,6.3096577237627965e-25,5.773817410730788e-09,2.3533524372812972e-15,2.4367187959776082e-08,1.1486303454321805e-06,0.16466969287546554,5.375052037581365e-10,0.17020348857929657,9.678090996029917e-08,3.6023826240664735e-08,1.3565347031562916e-06,1.2025385038988332e-06,5.853842854918148e-05,0.6402993626671788
0.015378515625,302.52127007452515,1.0559570336684145,0.9717059730120516,0.02477351245424629,5.524785311144556e-08,5.115991322148939e-17,9.95730704944731e-25,6.81498935213769e-09,3.2582386310442985e-15,2.8895286255609917e-08,1.314140805777232e-06,0.16437353565333254,6.38726805607177e-10,0.17026106143359263,1.0580375320163743e-07,4.2369980857657965e-08,1.547556849773216e-06,1.3758871230109022e-06,6.623270531560616e-05,0.6405211803981415
0.01538203125,302.7665077075214,1.0564585850685797,0.9712446577203306,0.024782343926699958,6.215793605723779e-08,6.819876575111511e-17,1.5758019484237482e-24,8.058063825474966e-09,4.5234290290069626e-15,3.43344895507235e-08,1.5052991416329155e-06,0.1640640475300534,7.602064122903482e-10,0.17032092261903126,1.1573580805799098e-07,4.987880706744185e-08,1.7674846311138938e-06,1.5760564873748437e-06,7.501079006778253e-05,0.640752555368572
0.015385546875,303.03729582934267,1.0570333785416277,0.9707165144273529,0.02479149601574448,6.996739170361831e-08,9.108051499428153e-17,2.5024573148530137e-24,9.541530499899567e-09,6.295264582604181e-15,4.086674211076926e-08,1.7260494519184702e-06,0.16374065326070622,9.064756566835775e-10,0.17038312595063634,1.2666972907879892e-07,5.876376875405923e-08,2.0206619629830633e-06,1.8071475541065347e-06,8.502360554358098e-05,0.6409938405927561
0.0153890625,303.33628936748846,1.057689956423085,0.9701139266955281,0.02480097206423752,7.878813527998991e-08,1.2185492937497895e-16,3.988342867369593e-24,1.1311017398833479e-08,8.779340084135684e-15,4.870987788194473e-08,1.980933967200428e-06,0.1634027566922372,1.0831702783656666e-09,0.1704477202909121,1.3870793678340913e-07,6.927879069218713e-08,2.312079633919927e-06,2.0738739260916924e-06,9.644263881546153e-05,0.6412453935473333
0.015392578125,303.666415675007,1.0584377757109256,0.9694285109614703,0.02481077406280784,8.874488875415947e-08,1.6330228671644428e-16,6.380197648068354e-24,1.342055852191571e-08,1.226522395108619e-14,5.8124561067279227e-08,2.275181469810748e-06,0.16304974062322103,1.2973737602055937e-09,0.17051474827382593,1.5196374009470832e-07,8.172630920254719e-08,2.647470480710726e-06,2.3816491289305954e-06,0.00010946262719576142,0.6415075748344262
